Date,"Close Price"
"2015-02-10 01:04:00",220.09
"2015-02-10 01:05:00",220.19
"2015-02-10 01:06:00",220.09
"2015-02-10 01:07:00",220.12
"2015-02-10 01:08:00",220.15
"2015-02-10 01:09:00",220.17
"2015-02-10 01:10:00",220.28
"2015-02-10 01:11:00",220.33
"2015-02-10 01:12:00",220.6
"2015-02-10 01:13:00",220.46
"2015-02-10 01:14:00",220.42
"2015-02-10 01:15:00",220.59
"2015-02-10 01:16:00",220.53
"2015-02-10 01:17:00",220.48
"2015-02-10 01:18:00",220.5
"2015-02-10 01:19:00",220.65
"2015-02-10 01:20:00",220.62
"2015-02-10 01:21:00",220.62
"2015-02-10 01:22:00",220.56
"2015-02-10 01:23:00",220.5
"2015-02-10 01:24:00",220.56
"2015-02-10 01:25:00",220.5
"2015-02-10 01:26:00",220.54
"2015-02-10 01:27:00",220.61
"2015-02-10 01:28:00",220.62
"2015-02-10 01:29:00",220.53
"2015-02-10 01:30:00",220.45
"2015-02-10 01:31:00",220.44
"2015-02-10 01:32:00",220.42
"2015-02-10 01:33:00",220.36
"2015-02-10 01:34:00",220.41
"2015-02-10 01:35:00",220.35
"2015-02-10 01:36:00",220.33
"2015-02-10 01:37:00",220.29
"2015-02-10 01:38:00",220.29
"2015-02-10 01:39:00",220.25
"2015-02-10 01:40:00",220.37
"2015-02-10 01:41:00",220.33
"2015-02-10 01:42:00",220.3
"2015-02-10 01:43:00",220.28
"2015-02-10 01:44:00",220.21
"2015-02-10 01:45:00",220.13
"2015-02-10 01:46:00",220.16
"2015-02-10 01:47:00",220.24
"2015-02-10 01:48:00",220.32
"2015-02-10 01:49:00",220.2
"2015-02-10 01:50:00",220.2
"2015-02-10 01:51:00",220.14
"2015-02-10 01:52:00",220.23
"2015-02-10 01:53:00",220.18
"2015-02-10 01:54:00",220.09
"2015-02-10 01:55:00",220.07
"2015-02-10 01:56:00",220.09
"2015-02-10 01:57:00",220.13
"2015-02-10 01:58:00",220.18
"2015-02-10 01:59:00",220.22
"2015-02-10 02:00:00",220.25
"2015-02-10 02:01:00",220.35
"2015-02-10 02:02:00",220.38
"2015-02-10 02:03:00",220.26
"2015-02-10 02:04:00",220.34
"2015-02-10 02:05:00",220.27
"2015-02-10 02:06:00",220.31
"2015-02-10 02:07:00",220.24
"2015-02-10 02:08:00",220.26
"2015-02-10 02:09:00",220.36
"2015-02-10 02:10:00",220.33
"2015-02-10 02:11:00",220.37
"2015-02-10 02:12:00",220.28
"2015-02-10 02:13:00",220.31
"2015-02-10 02:14:00",220.26
"2015-02-10 02:15:00",220.27
"2015-02-10 02:16:00",220.19
"2015-02-10 02:17:00",220.19
"2015-02-10 02:18:00",220.23
"2015-02-10 02:19:00",220.24
"2015-02-10 02:20:00",220.24
"2015-02-10 02:21:00",220.28
"2015-02-10 02:22:00",220.2
"2015-02-10 02:23:00",220.22
"2015-02-10 02:24:00",220.21
"2015-02-10 02:25:00",220.18
"2015-02-10 02:26:00",220.16
"2015-02-10 02:27:00",220.17
"2015-02-10 02:28:00",220.18
"2015-02-10 02:29:00",220.24
"2015-02-10 02:30:00",220.24
"2015-02-10 02:31:00",220.23
"2015-02-10 02:32:00",220.26
"2015-02-10 02:33:00",220.32
"2015-02-10 02:34:00",220.26
"2015-02-10 02:35:00",220.25
"2015-02-10 02:36:00",220.32
"2015-02-10 02:37:00",220.28
"2015-02-10 02:38:00",220.37
"2015-02-10 02:39:00",220.36
"2015-02-10 02:40:00",220.36
"2015-02-10 02:41:00",220.35
"2015-02-10 02:42:00",220.52
"2015-02-10 02:43:00",220.41
"2015-02-10 02:44:00",220.4
"2015-02-10 02:45:00",220.39
"2015-02-10 02:46:00",220.46
"2015-02-10 02:47:00",220.47
"2015-02-10 02:48:00",220.37
"2015-02-10 02:49:00",220.47
"2015-02-10 02:50:00",220.48
"2015-02-10 02:51:00",220.57
"2015-02-10 02:52:00",220.49
"2015-02-10 02:53:00",220.49
"2015-02-10 02:54:00",220.68
"2015-02-10 02:55:00",221.04
"2015-02-10 02:56:00",220.97
"2015-02-10 02:57:00",220.83
"2015-02-10 02:58:00",220.82
"2015-02-10 02:59:00",220.84
"2015-02-10 03:00:00",220.84
"2015-02-10 03:01:00",220.87
"2015-02-10 03:02:00",220.99
"2015-02-10 03:03:00",220.96
"2015-02-10 03:04:00",220.94
"2015-02-10 03:05:00",220.92
"2015-02-10 03:06:00",220.93
"2015-02-10 03:07:00",220.9
"2015-02-10 03:08:00",220.88
"2015-02-10 03:09:00",220.95
"2015-02-10 03:10:00",221.05
"2015-02-10 03:11:00",220.89
"2015-02-10 03:12:00",220.89
"2015-02-10 03:13:00",220.82
"2015-02-10 03:14:00",220.83
"2015-02-10 03:15:00",220.84
"2015-02-10 03:16:00",220.77
"2015-02-10 03:17:00",220.69
"2015-02-10 03:18:00",220.82
"2015-02-10 03:19:00",220.69
"2015-02-10 03:20:00",220.68
"2015-02-10 03:21:00",220.67
"2015-02-10 03:22:00",220.67
"2015-02-10 03:23:00",220.7
"2015-02-10 03:24:00",220.73
"2015-02-10 03:25:00",220.71
"2015-02-10 03:26:00",220.71
"2015-02-10 03:27:00",220.75
"2015-02-10 03:28:00",220.76
"2015-02-10 03:29:00",220.76
"2015-02-10 03:30:00",220.77
"2015-02-10 03:31:00",220.77
"2015-02-10 03:32:00",220.77
"2015-02-10 03:33:00",220.78
"2015-02-10 03:34:00",220.78
"2015-02-10 03:35:00",220.77
"2015-02-10 03:36:00",220.78
"2015-02-10 03:37:00",220.67
"2015-02-10 03:38:00",220.6
"2015-02-10 03:39:00",220.64
"2015-02-10 03:40:00",220.61
"2015-02-10 03:41:00",220.53
"2015-02-10 03:42:00",220.47
"2015-02-10 03:43:00",220.47
"2015-02-10 03:44:00",220.49
"2015-02-10 03:45:00",220.47
"2015-02-10 03:46:00",220.45
"2015-02-10 03:47:00",220.5
"2015-02-10 03:48:00",220.46
"2015-02-10 03:49:00",220.51
"2015-02-10 03:50:00",220.38
"2015-02-10 03:51:00",220.33
"2015-02-10 03:52:00",220.26
"2015-02-10 03:53:00",220.21
"2015-02-10 03:54:00",220.26
"2015-02-10 03:55:00",220.38
"2015-02-10 03:56:00",220.35
"2015-02-10 03:57:00",220.31
"2015-02-10 03:58:00",220.22
"2015-02-10 03:59:00",220.18
"2015-02-10 04:00:00",220.17
"2015-02-10 04:01:00",220.16
"2015-02-10 04:02:00",220.17
"2015-02-10 04:03:00",220.3
"2015-02-10 04:04:00",220.23
"2015-02-10 04:05:00",220.31
"2015-02-10 04:06:00",220.19
"2015-02-10 04:07:00",220.13
"2015-02-10 04:08:00",220.16
"2015-02-10 04:09:00",220.19
"2015-02-10 04:10:00",220.12
"2015-02-10 04:11:00",220.14
"2015-02-10 04:12:00",220.19
"2015-02-10 04:13:00",220.32
"2015-02-10 04:14:00",220.33
"2015-02-10 04:15:00",220.22
"2015-02-10 04:16:00",220.38
"2015-02-10 04:17:00",220.27
"2015-02-10 04:18:00",220.36
"2015-02-10 04:19:00",220.31
"2015-02-10 04:20:00",220.31
"2015-02-10 04:21:00",220.27
"2015-02-10 04:22:00",220.35
"2015-02-10 04:23:00",220.25
"2015-02-10 04:24:00",220.3
"2015-02-10 04:25:00",220.4
"2015-02-10 04:26:00",220.39
"2015-02-10 04:27:00",220.37
"2015-02-10 04:28:00",220.36
"2015-02-10 04:29:00",220.28
"2015-02-10 04:30:00",220.27
"2015-02-10 04:31:00",220.27
"2015-02-10 04:32:00",220.26
"2015-02-10 04:33:00",220.29
"2015-02-10 04:34:00",220.17
"2015-02-10 04:35:00",220.11
"2015-02-10 04:36:00",219.95
"2015-02-10 04:37:00",219.64
"2015-02-10 04:38:00",219.41
"2015-02-10 04:39:00",219.18
"2015-02-10 04:40:00",219.21
"2015-02-10 04:41:00",219
"2015-02-10 04:42:00",219.27
"2015-02-10 04:43:00",219.21
"2015-02-10 04:44:00",219.2
"2015-02-10 04:45:00",219.18
"2015-02-10 04:46:00",219.24
"2015-02-10 04:47:00",219.29
"2015-02-10 04:48:00",219.11
"2015-02-10 04:49:00",218.82
"2015-02-10 04:50:00",218.94
"2015-02-10 04:51:00",219.08
"2015-02-10 04:52:00",218.96
"2015-02-10 04:53:00",218.91
"2015-02-10 04:54:00",218.69
"2015-02-10 04:55:00",218.62
"2015-02-10 04:56:00",218.61
"2015-02-10 04:57:00",218.61
"2015-02-10 04:58:00",218.62
"2015-02-10 04:59:00",218.69
"2015-02-10 05:00:00",218.79
"2015-02-10 05:01:00",218.72
"2015-02-10 05:02:00",218.83
"2015-02-10 05:03:00",218.88
"2015-02-10 05:04:00",219
"2015-02-10 05:05:00",218.88
"2015-02-10 05:06:00",218.93
"2015-02-10 05:07:00",218.99
"2015-02-10 05:08:00",219.11
"2015-02-10 05:09:00",219.05
"2015-02-10 05:10:00",219.11
"2015-02-10 05:11:00",218.86
"2015-02-10 05:12:00",218.87
"2015-02-10 05:13:00",218.87
"2015-02-10 05:14:00",218.97
"2015-02-10 05:15:00",218.77
"2015-02-10 05:16:00",218.94
"2015-02-10 05:17:00",218.99
"2015-02-10 05:18:00",218.85
"2015-02-10 05:19:00",219.05
"2015-02-10 05:20:00",218.96
"2015-02-10 05:21:00",218.93
"2015-02-10 05:22:00",218.95
"2015-02-10 05:23:00",219.02
"2015-02-10 05:24:00",219.01
"2015-02-10 05:25:00",218.98
"2015-02-10 05:26:00",219.11
"2015-02-10 05:27:00",218.97
"2015-02-10 05:28:00",219.11
"2015-02-10 05:29:00",219.09
"2015-02-10 05:30:00",219.11
"2015-02-10 05:31:00",219.11
"2015-02-10 05:32:00",219.09
"2015-02-10 05:33:00",219.12
"2015-02-10 05:34:00",219.05
"2015-02-10 05:35:00",219.03
"2015-02-10 05:36:00",218.93
"2015-02-10 05:37:00",218.86
"2015-02-10 05:38:00",218.77
"2015-02-10 05:39:00",218.72
"2015-02-10 05:40:00",218.73
"2015-02-10 05:41:00",218.7
"2015-02-10 05:42:00",218.64
"2015-02-10 05:43:00",218.57
"2015-02-10 05:44:00",218.46
"2015-02-10 05:45:00",218.44
"2015-02-10 05:46:00",218.36
"2015-02-10 05:47:00",218.35
"2015-02-10 05:48:00",218.35
"2015-02-10 05:49:00",218.44
"2015-02-10 05:50:00",218.46
"2015-02-10 05:51:00",218.54
"2015-02-10 05:52:00",218.74
"2015-02-10 05:53:00",218.61
"2015-02-10 05:54:00",218.53
"2015-02-10 05:55:00",218.45
"2015-02-10 05:56:00",218.46
"2015-02-10 05:57:00",218.49
"2015-02-10 05:58:00",218.43
"2015-02-10 05:59:00",218.42
"2015-02-10 06:00:00",218.57
"2015-02-10 06:01:00",218.45
"2015-02-10 06:02:00",218.49
"2015-02-10 06:03:00",218.5
"2015-02-10 06:04:00",218.28
"2015-02-10 06:05:00",218.4
"2015-02-10 06:06:00",218.39
"2015-02-10 06:07:00",218.45
"2015-02-10 06:08:00",218.36
"2015-02-10 06:09:00",218.38
"2015-02-10 06:10:00",218.4
"2015-02-10 06:11:00",218.51
"2015-02-10 06:12:00",218.54
"2015-02-10 06:13:00",218.52
"2015-02-10 06:14:00",218.43
"2015-02-10 06:15:00",218.4
"2015-02-10 06:16:00",218.49
"2015-02-10 06:17:00",218.37
"2015-02-10 06:18:00",218.34
"2015-02-10 06:19:00",218.25
"2015-02-10 06:20:00",217.81
"2015-02-10 06:21:00",218.08
"2015-02-10 06:22:00",218.03
"2015-02-10 06:23:00",217.76
"2015-02-10 06:24:00",217.7
"2015-02-10 06:25:00",217.51
"2015-02-10 06:26:00",217.35
"2015-02-10 06:27:00",216.7
"2015-02-10 06:28:00",216.89
"2015-02-10 06:29:00",216.7
"2015-02-10 06:30:00",216.52
"2015-02-10 06:31:00",216.4
"2015-02-10 06:32:00",216.27
"2015-02-10 06:33:00",216.43
"2015-02-10 06:34:00",216.51
"2015-02-10 06:35:00",216.65
"2015-02-10 06:36:00",216.81
"2015-02-10 06:37:00",216.89
"2015-02-10 06:38:00",217.01
"2015-02-10 06:39:00",217.04
"2015-02-10 06:40:00",217.18
"2015-02-10 06:41:00",217.14
"2015-02-10 06:42:00",217.11
"2015-02-10 06:43:00",217.4
"2015-02-10 06:44:00",217.5
"2015-02-10 06:45:00",217.65
"2015-02-10 06:46:00",217.63
"2015-02-10 06:47:00",217.41
"2015-02-10 06:48:00",217.22
"2015-02-10 06:49:00",217.04
"2015-02-10 06:50:00",216.82
"2015-02-10 06:51:00",216.46
"2015-02-10 06:52:00",216.33
"2015-02-10 06:53:00",216.29
"2015-02-10 06:54:00",216.38
"2015-02-10 06:55:00",216.4
"2015-02-10 06:56:00",216.34
"2015-02-10 06:57:00",216.29
"2015-02-10 06:58:00",216.29
"2015-02-10 06:59:00",216.24
"2015-02-10 07:00:00",216.2
"2015-02-10 07:01:00",216.11
"2015-02-10 07:02:00",216.13
"2015-02-10 07:03:00",216.14
"2015-02-10 07:04:00",216.1
"2015-02-10 07:05:00",216.05
"2015-02-10 07:06:00",216.05
"2015-02-10 07:07:00",215.98
"2015-02-10 07:08:00",215.94
"2015-02-10 07:09:00",215.92
"2015-02-10 07:10:00",215.93
"2015-02-10 07:11:00",215.81
"2015-02-10 07:12:00",215.82
"2015-02-10 07:13:00",215.73
"2015-02-10 07:14:00",215.56
"2015-02-10 07:15:00",215.45
"2015-02-10 07:16:00",215.56
"2015-02-10 07:17:00",215.57
"2015-02-10 07:18:00",215.77
"2015-02-10 07:19:00",215.79
"2015-02-10 07:20:00",215.9
"2015-02-10 07:21:00",215.9
"2015-02-10 07:22:00",216.02
"2015-02-10 07:23:00",216.15
"2015-02-10 07:24:00",216.12
"2015-02-10 07:25:00",216.04
"2015-02-10 07:26:00",216.11
"2015-02-10 07:27:00",216.21
"2015-02-10 07:28:00",216.16
"2015-02-10 07:29:00",216.14
"2015-02-10 07:30:00",216.25
"2015-02-10 07:31:00",216.31
"2015-02-10 07:32:00",216.3
"2015-02-10 07:33:00",216.21
"2015-02-10 07:34:00",216.09
"2015-02-10 07:35:00",216.14
"2015-02-10 07:36:00",216.11
"2015-02-10 07:37:00",216.17
"2015-02-10 07:38:00",216.25
"2015-02-10 07:39:00",216.3
"2015-02-10 07:40:00",216.54
"2015-02-10 07:41:00",216.61
"2015-02-10 07:42:00",216.57
"2015-02-10 07:43:00",216.63
"2015-02-10 07:44:00",216.67
"2015-02-10 07:45:00",216.6
"2015-02-10 07:46:00",216.64
"2015-02-10 07:47:00",216.66
"2015-02-10 07:48:00",216.65
"2015-02-10 07:49:00",216.79
"2015-02-10 07:50:00",216.81
"2015-02-10 07:51:00",216.86
"2015-02-10 07:52:00",216.95
"2015-02-10 07:53:00",217.05
"2015-02-10 07:54:00",217.17
"2015-02-10 07:55:00",217.2
"2015-02-10 07:56:00",217.2
"2015-02-10 07:57:00",217.2
"2015-02-10 07:58:00",217.33
"2015-02-10 07:59:00",217.29
"2015-02-10 08:00:00",217.19
"2015-02-10 08:01:00",217.26
"2015-02-10 08:02:00",217.28
"2015-02-10 08:03:00",217.27
"2015-02-10 08:04:00",217.17
"2015-02-10 08:05:00",217.02
"2015-02-10 08:06:00",216.98
"2015-02-10 08:07:00",216.92
"2015-02-10 08:08:00",216.79
"2015-02-10 08:09:00",216.72
"2015-02-10 08:10:00",216.81
"2015-02-10 08:11:00",216.69
"2015-02-10 08:12:00",216.6
"2015-02-10 08:13:00",216.7
"2015-02-10 08:14:00",216.71
"2015-02-10 08:15:00",216.76
"2015-02-10 08:16:00",216.7
"2015-02-10 08:17:00",216.7
"2015-02-10 08:18:00",216.62
"2015-02-10 08:19:00",216.67
"2015-02-10 08:20:00",216.68
"2015-02-10 08:21:00",216.75
"2015-02-10 08:22:00",216.67
"2015-02-10 08:23:00",216.63
"2015-02-10 08:24:00",216.7
"2015-02-10 08:25:00",216.72
"2015-02-10 08:26:00",216.83
"2015-02-10 08:27:00",216.88
"2015-02-10 08:28:00",216.82
"2015-02-10 08:29:00",216.98
"2015-02-10 08:30:00",216.84
"2015-02-10 08:31:00",216.88
"2015-02-10 08:32:00",216.89
"2015-02-10 08:33:00",216.94
"2015-02-10 08:34:00",216.88
"2015-02-10 08:35:00",216.9
"2015-02-10 08:36:00",216.91
"2015-02-10 08:37:00",216.99
"2015-02-10 08:38:00",216.96
"2015-02-10 08:39:00",216.99
"2015-02-10 08:40:00",216.96
"2015-02-10 08:41:00",216.95
"2015-02-10 08:42:00",217.01
"2015-02-10 08:43:00",217
"2015-02-10 08:44:00",217.05
"2015-02-10 08:45:00",217.05
"2015-02-10 08:46:00",217.24
"2015-02-10 08:47:00",217.31
"2015-02-10 08:48:00",217.25
"2015-02-10 08:49:00",217.18
"2015-02-10 08:50:00",217.18
"2015-02-10 08:51:00",217.15
"2015-02-10 08:52:00",217.18
"2015-02-10 08:53:00",217.14
"2015-02-10 08:54:00",216.89
"2015-02-10 08:55:00",216.99
"2015-02-10 08:56:00",216.9
"2015-02-10 08:57:00",217.2
"2015-02-10 08:58:00",217.17
"2015-02-10 08:59:00",217.2
"2015-02-10 09:00:00",217.14
"2015-02-10 09:01:00",217.2
"2015-02-10 09:02:00",217.13
"2015-02-10 09:03:00",217.08
"2015-02-10 09:04:00",216.89
"2015-02-10 09:05:00",216.73
"2015-02-10 09:06:00",216.62
"2015-02-10 09:07:00",216.59
"2015-02-10 09:08:00",216.73
"2015-02-10 09:09:00",216.73
"2015-02-10 09:10:00",216.59
"2015-02-10 09:11:00",216.66
"2015-02-10 09:12:00",216.62
"2015-02-10 09:13:00",216.58
"2015-02-10 09:14:00",216.66
"2015-02-10 09:15:00",216.62
"2015-02-10 09:16:00",216.79
"2015-02-10 09:17:00",216.84
"2015-02-10 09:18:00",216.92
"2015-02-10 09:19:00",216.91
"2015-02-10 09:20:00",216.79
"2015-02-10 09:21:00",216.85
"2015-02-10 09:22:00",216.81
"2015-02-10 09:23:00",216.61
"2015-02-10 09:24:00",216.6
"2015-02-10 09:25:00",216.6
"2015-02-10 09:26:00",216.56
"2015-02-10 09:27:00",216.56
"2015-02-10 09:28:00",216.59
"2015-02-10 09:29:00",216.42
"2015-02-10 09:30:00",216.46
"2015-02-10 09:31:00",216.38
"2015-02-10 09:32:00",216.34
"2015-02-10 09:33:00",216.3
"2015-02-10 09:34:00",216.32
"2015-02-10 09:35:00",216.32
"2015-02-10 09:36:00",216.38
"2015-02-10 09:37:00",216.32
"2015-02-10 09:38:00",216.37
"2015-02-10 09:39:00",216.39
"2015-02-10 09:40:00",216.44
"2015-02-10 09:41:00",216.45
"2015-02-10 09:42:00",216.62
"2015-02-10 09:43:00",216.72
"2015-02-10 09:44:00",216.76
"2015-02-10 09:45:00",216.76
"2015-02-10 09:46:00",216.75
"2015-02-10 09:47:00",216.67
"2015-02-10 09:48:00",216.72
"2015-02-10 09:49:00",216.78
"2015-02-10 09:50:00",216.75
"2015-02-10 09:51:00",216.71
"2015-02-10 09:52:00",216.71
"2015-02-10 09:53:00",216.69
"2015-02-10 09:54:00",216.71
"2015-02-10 09:55:00",216.63
"2015-02-10 09:56:00",216.68
"2015-02-10 09:57:00",216.67
"2015-02-10 09:58:00",216.72
"2015-02-10 09:59:00",216.67
"2015-02-10 10:00:00",216.64
"2015-02-10 10:01:00",216.67
"2015-02-10 10:02:00",216.68
"2015-02-10 10:03:00",216.65
"2015-02-10 10:04:00",217
"2015-02-10 10:05:00",216.95
"2015-02-10 10:06:00",217.01
"2015-02-10 10:07:00",216.99
"2015-02-10 10:08:00",216.95
"2015-02-10 10:09:00",216.97
"2015-02-10 10:10:00",217.07
"2015-02-10 10:11:00",217.12
"2015-02-10 10:12:00",217.15
"2015-02-10 10:13:00",217.12
"2015-02-10 10:14:00",216.94
"2015-02-10 10:15:00",216.89
"2015-02-10 10:16:00",216.81
"2015-02-10 10:17:00",216.83
"2015-02-10 10:18:00",216.76
"2015-02-10 10:19:00",216.88
"2015-02-10 10:20:00",216.95
"2015-02-10 10:21:00",216.76
"2015-02-10 10:22:00",216.72
"2015-02-10 10:23:00",216.78
"2015-02-10 10:24:00",216.82
"2015-02-10 10:25:00",216.82
"2015-02-10 10:26:00",216.75
"2015-02-10 10:27:00",216.94
"2015-02-10 10:28:00",216.87
"2015-02-10 10:29:00",216.88
"2015-02-10 10:30:00",216.74
"2015-02-10 10:31:00",216.9
"2015-02-10 10:32:00",216.86
"2015-02-10 10:33:00",216.76
"2015-02-10 10:34:00",216.74
"2015-02-10 10:35:00",216.69
"2015-02-10 10:36:00",216.76
"2015-02-10 10:37:00",216.63
"2015-02-10 10:38:00",216.6
"2015-02-10 10:39:00",216.72
"2015-02-10 10:40:00",216.66
"2015-02-10 10:41:00",216.65
"2015-02-10 10:42:00",216.67
"2015-02-10 10:43:00",216.59
"2015-02-10 10:44:00",216.65
"2015-02-10 10:45:00",216.55
"2015-02-10 10:46:00",216.57
"2015-02-10 10:47:00",216.58
"2015-02-10 10:48:00",216.6
"2015-02-10 10:49:00",216.66
"2015-02-10 10:50:00",216.55
"2015-02-10 10:51:00",216.64
"2015-02-10 10:52:00",216.53
"2015-02-10 10:53:00",216.67
"2015-02-10 10:54:00",216.61
"2015-02-10 10:55:00",216.63
"2015-02-10 10:56:00",216.67
"2015-02-10 10:57:00",216.65
"2015-02-10 10:58:00",216.71
"2015-02-10 10:59:00",216.64
"2015-02-10 11:00:00",216.6
"2015-02-10 11:01:00",216.58
"2015-02-10 11:02:00",216.71
"2015-02-10 11:03:00",216.58
"2015-02-10 11:04:00",216.54
"2015-02-10 11:05:00",216.61
"2015-02-10 11:06:00",216.6
"2015-02-10 11:07:00",216.58
"2015-02-10 11:08:00",216.54
"2015-02-10 11:09:00",216.68
"2015-02-10 11:10:00",216.7
"2015-02-10 11:11:00",215.9
"2015-02-10 11:12:00",216.72
"2015-02-10 11:13:00",216.73
"2015-02-10 11:14:00",216.58
"2015-02-10 11:15:00",216.6
"2015-02-10 11:16:00",216.53
"2015-02-10 11:17:00",216.5
"2015-02-10 11:18:00",216.51
"2015-02-10 11:19:00",216.49
"2015-02-10 11:20:00",216.52
"2015-02-10 11:21:00",216.42
"2015-02-10 11:22:00",216.48
"2015-02-10 11:23:00",216.48
"2015-02-10 11:24:00",216.32
"2015-02-10 11:25:00",216.1
"2015-02-10 11:26:00",215.71
"2015-02-10 11:27:00",215.72
"2015-02-10 11:28:00",215.91
"2015-02-10 11:29:00",215.99
"2015-02-10 11:30:00",216.13
"2015-02-10 11:31:00",216.13
"2015-02-10 11:32:00",216.21
"2015-02-10 11:33:00",216.22
"2015-02-10 11:34:00",216.28
"2015-02-10 11:35:00",216.06
"2015-02-10 11:36:00",216.17
"2015-02-10 11:37:00",216.33
"2015-02-10 11:38:00",216.36
"2015-02-10 11:39:00",216.33
"2015-02-10 11:40:00",216.23
"2015-02-10 11:41:00",216.23
"2015-02-10 11:42:00",216.27
"2015-02-10 11:43:00",216.4
"2015-02-10 11:44:00",216.48
"2015-02-10 11:45:00",216.58
"2015-02-10 11:46:00",216.63
"2015-02-10 11:47:00",216.63
"2015-02-10 11:48:00",216.64
"2015-02-10 11:49:00",216.63
"2015-02-10 11:50:00",216.68
"2015-02-10 11:51:00",216.78
"2015-02-10 11:52:00",216.74
"2015-02-10 11:53:00",216.74
"2015-02-10 11:54:00",216.73
"2015-02-10 11:55:00",216.73
"2015-02-10 11:56:00",216.69
"2015-02-10 11:57:00",216.68
"2015-02-10 11:58:00",216.68
"2015-02-10 11:59:00",216.73
"2015-02-10 12:00:00",216.52
"2015-02-10 12:01:00",216.46
"2015-02-10 12:02:00",216.45
"2015-02-10 12:03:00",216.37
"2015-02-10 12:04:00",216.41
"2015-02-10 12:05:00",216.47
"2015-02-10 12:06:00",216.94
"2015-02-10 12:07:00",216.95
"2015-02-10 12:08:00",216.99
"2015-02-10 12:09:00",216.99
"2015-02-10 12:10:00",216.9
"2015-02-10 12:11:00",216.86
"2015-02-10 12:12:00",216.9
"2015-02-10 12:13:00",216.83
"2015-02-10 12:14:00",217.01
"2015-02-10 12:15:00",216.85
"2015-02-10 12:16:00",216.85
"2015-02-10 12:17:00",216.78
"2015-02-10 12:18:00",216.74
"2015-02-10 12:19:00",216.83
"2015-02-10 12:20:00",216.77
"2015-02-10 12:21:00",216.73
"2015-02-10 12:22:00",216.73
"2015-02-10 12:23:00",216.67
"2015-02-10 12:24:00",216.78
"2015-02-10 12:25:00",216.71
"2015-02-10 12:26:00",216.71
"2015-02-10 12:27:00",216.66
"2015-02-10 12:28:00",216.57
"2015-02-10 12:29:00",216.61
"2015-02-10 12:30:00",216.64
"2015-02-10 12:31:00",216.72
"2015-02-10 12:32:00",216.64
"2015-02-10 12:33:00",216.52
"2015-02-10 12:34:00",216.43
"2015-02-10 12:35:00",216.33
"2015-02-10 12:36:00",216.24
"2015-02-10 12:37:00",216.17
"2015-02-10 12:38:00",216.11
"2015-02-10 12:39:00",216.25
"2015-02-10 12:40:00",216.17
"2015-02-10 12:41:00",216.12
"2015-02-10 12:42:00",216.17
"2015-02-10 12:43:00",216.3
"2015-02-10 12:44:00",216.17
"2015-02-10 12:45:00",216.19
"2015-02-10 12:46:00",216.18
"2015-02-10 12:47:00",216.27
"2015-02-10 12:48:00",216.17
"2015-02-10 12:49:00",216.11
"2015-02-10 12:50:00",216.17
"2015-02-10 12:51:00",216.09
"2015-02-10 12:52:00",216.03
"2015-02-10 12:53:00",216.02
"2015-02-10 12:54:00",216.01
"2015-02-10 12:55:00",216.04
"2015-02-10 12:56:00",215.99
